curve,f,R1_pred,R2_pred,height,sp1,sp2,arrays,bits_in,bits_1,bits_2,units_1,and2,ext2,checks,cyc1,cyc2,cyc3,cyctot,perf_cycles
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.017716067711973867,0.00043679886208530013,25000,8,18,1650960,373697341,6977466,226336,1461874,8476764,7122452,153675,17778248,145001056,42668166,224707102,338332183
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.017716067711973867,0.00016695527057802945,25000,8,22,1650960,373697341,6977466,105297,1461874,9110347,3271159,61893,17794452,114015702,19700580,171027978,258625478
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.017716067711973867,0.00011280520863605528,25000,8,26,1650960,373697341,6977466,75515,1461874,9379596,2336034,42295,18839638,107929614,14531946,160785570,245607020
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.0016261731598706053,25000,11,14,1650960,373697341,1990220,717151,1090906,2717262,22299525,543604,21320140,244629542,127215844,411444566,653593625
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.00043679886208530013,25000,11,18,1650960,373697341,1990220,226336,1090906,4332479,7122452,153675,21873332,123026774,39892306,203024590,322681932
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.00016695527057802945,25000,11,22,1650960,373697341,1990220,105297,1090906,4966062,3271159,61893,22342848,97079346,18916724,157138200,243143233
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.00011280520863605528,25000,11,26,1650960,373697341,1990220,75515,1090906,5235311,2336034,42295,22497788,92501720,14056372,148825948,228771616
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.0016261731598706053,25000,14,14,1650960,373697341,717151,717151,567833,0,22299525,543604,25194360,210750364,126486486,380108308,606916187
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.00043679886208530013,25000,14,18,1650960,373697341,717151,226336,567833,1615217,7122452,153675,25616848,101799338,39664064,184691100,292970779
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.00016695527057802945,25000,14,22,1650960,373697341,717151,105297,567833,2248800,3271159,61893,27093878,74059052,18253044,138373350,217981337
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.00011280520863605528,25000,14,26,1650960,373697341,717151,75515,567833,2518049,2336034,42295,27747944,71063704,14167908,132634836,203380731
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0005955725965213199,0.00043679886208530013,25000,17,18,1650960,373697341,292224,226336,264879,264879,7122452,153675,32461282,81513898,42098738,175259494,261603767
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0005955725965213199,0.00016695527057802945,25000,17,22,1650960,373697341,292224,105297,264879,898462,3271159,61893,33221228,53223386,19154502,125095312,189802460
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0005955725965213199,0.00011280520863605528,25000,17,26,1650960,373697341,292224,75515,264879,1167711,2336034,42295,34630136,48682306,14188414,116563918,175458347
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.017716067711973867,0.0016261731598706053,75000,8,14,12912864,3167718171,58798739,5868476,12315048,57642621,183450993,4622970,102611466,2324872338,1000334926,3483847632,5662657905
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.017716067711973867,0.00043679886208530013,75000,8,18,12912864,3167718171,58798739,1724587,12315048,70735617,55050536,1307044,104153154,1262693148,313650820,1738574976,2743919714
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.017716067711973867,0.00016695527057802945,75000,8,22,12912864,3167718171,58798739,730950,12315048,75455341,23275531,524209,105230414,1011234302,136662778,1311863600,2069374770
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.017716067711973867,0.00011280520863605528,75000,8,26,12912864,3167718171,58798739,507515,12315048,77306148,16133073,358093,106200402,978243438,99481138,1243430788,1960925152
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.0016261731598706053,75000,11,14,12912864,3167718171,16644866,5868476,9163528,22726128,183450993,4622970,137888852,2153924774,1005612820,3355895542,5447401600
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.00043679886208530013,75000,11,18,12912864,3167718171,16644866,1724587,9163528,35819124,55050536,1307044,133689040,1092543628,305596634,1588993986,2554356900
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.00016695527057802945,75000,11,22,12912864,3167718171,16644866,730950,9163528,40538848,23275531,524209,136106032,844986678,134880116,1175992394,1879617499
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.00011280520863605528,75000,11,26,12912864,3167718171,16644866,507515,9163528,42389655,16133073,358093,143115062,840835624,100190860,1144255478,1768505686
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.0016261731598706053,75000,14,14,12912864,3167718171,5868476,5868476,4675126,0,183450993,4622970,171472188,1851017200,1011464104,3089372320,4980341695
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.00043679886208530013,75000,14,18,12912864,3167718171,5868476,1724587,4675126,13092996,55050536,1307044,165428436,876075686,305284258,1401534618,2260231290
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.00016695527057802945,75000,14,22,12912864,3167718171,5868476,730950,4675126,17812720,23275531,524209,174488236,651263014,136798492,1021155448,1597107693
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.00011280520863605528,75000,14,26,12912864,3167718171,5868476,507515,4675126,19663527,16133073,358093,178078754,616162020,98395128,951185210,1482124423
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0005955725965213199,0.00043679886208530013,75000,17,18,12912864,3167718171,2281362,1724587,2084156,2084156,55050536,1307044,203111860,650393702,307386468,1215420198,1939142320
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0005955725965213199,0.00016695527057802945,75000,17,22,12912864,3167718171,2281362,730950,2084156,6803880,23275531,524209,198943490,423524638,132017432,810944330,1296790126
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0005955725965213199,0.00011280520863605528,75000,17,26,12912864,3167718171,2281362,507515,2084156,8654687,16133073,358093,212936296,397286970,97141836,765614526,1190250774
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.017716067711973867,0.0016261731598706053,150000,8,14,49170912,12326854433,228235766,22601392,47832274,223723594,707476751,18023431,390357738,9583341244,4489865804,14599308110,23565278025
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.017716067711973867,0.00043679886208530013,150000,8,18,49170912,12326854433,228235766,6511845,47832274,274016124,208601053,5092188,361988194,5085565504,1331595688,6915400550,11229774202
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.017716067711973867,0.00016695527057802945,150000,8,22,49170912,12326854433,228235766,2679661,47832274,291698308,85958599,2038952,353811756,4086388500,576508240,5156286774,8361575038
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.017716067711973867,0.00011280520863605528,150000,8,26,49170912,12326854433,228235766,1838168,47832274,298449029,58939355,1392665,368579354,4038975276,418707678,4966540782,7910055215
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.0016261731598706053,150000,11,14,49170912,12326854433,64455824,22601392,35568334,88094744,707476751,18023431,480259596,8585949680,4357667628,13555590266,22390668093
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.00043679886208530013,150000,11,18,49170912,12326854433,64455824,6511845,35568334,138387274,208601053,5092188,470739572,4328127962,1307708660,6236764796,10278649136
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.00016695527057802945,150000,11,22,49170912,12326854433,64455824,2679661,35568334,156069458,85958599,2038952,478938760,3377460184,575833446,4567381202,7478108063
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.004873490361092851,0.00011280520863605528,150000,11,26,49170912,12326854433,64455824,1838168,35568334,162820179,58939355,1392665,482690142,3250047032,403523302,4272386556,6996540176
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.0016261731598706053,150000,14,14,49170912,12326854433,22601392,22601392,18037335,0,707476751,18023431,602469606,7276853178,4360226648,12368585002,20456548633
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.00043679886208530013,150000,14,18,49170912,12326854433,22601392,6511845,18037335,50292530,208601053,5092188,589248844,3425342472,1299144670,5445601776,8985130997
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.00016695527057802945,150000,14,22,49170912,12326854433,22601392,2679661,18037335,67974714,85958599,2038952,598991566,2480473390,557511770,3773653580,6185509450
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0016261731598706053,0.00011280520863605528,150000,14,26,49170912,12326854433,22601392,1838168,18037335,74725435,58939355,1392665,608715690,2351648916,397136544,3490922108,5708450149
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0005955725965213199,0.00043679886208530013,150000,17,18,49170912,12326854433,8673613,6511845,7937598,7937598,208601053,5092188,706053798,2504965578,1299916252,4638253520,7651357366
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0005955725965213199,0.00016695527057802945,150000,17,22,49170912,12326854433,8673613,2679661,7937598,25619782,85958599,2038952,979766520,2137875246,731434854,4019412834,5019836038
bc:1451,46206000 -119956800 -321256619 411391728 665817346 137451720 23668225,0.0005955725965213199,0.00011280520863605528,150000,17,26,49170912,12326854433,8673613,1838168,7937598,32370503,58939355,1392665,983150266,1936661794,512223394,3601966118,4534638847
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,0.0016591251254151887,25000,8,14,3756224,854197364,19377221,1488226,3357654,16053153,46455252,1140884,33662842,551395246,258519276,857252218,1369757678
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,0.0003719369570151469,25000,8,18,3756224,854197364,19377221,395765,3357654,19299513,12486399,254363,36089792,273133672,65635034,389603146,620568280
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,0.0001321227881625786,25000,8,22,3756224,854197364,19377221,183699,3357654,20416261,5701267,90052,36853098,221834000,27949898,302180340,480619431
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,9.422868453081102e-05,25000,8,26,3756224,854197364,19377221,140184,3357654,20897146,4327026,64263,37971376,220387172,21678350,295838568,460049852
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,0.0016591251254151887,25000,11,14,3756224,854197364,5118131,1488226,2627805,6370063,46455252,1140884,46587000,513660824,257054474,831374756,1344771056
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,0.0003719369570151469,25000,11,18,3756224,854197364,5118131,395765,2627805,9616423,12486399,254363,49040024,255685200,69563978,389408270,587668433
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,0.0001321227881625786,25000,11,22,3756224,854197364,5118131,183699,2627805,10733171,5701267,90052,47959436,192445262,27774750,282623394,447671668
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,9.422868453081102e-05,25000,11,26,3756224,854197364,5118131,140184,2627805,11214056,4327026,64263,52707438,189404582,21949760,280104072,435422071
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,0.0016591251254151887,25000,14,14,3756224,854197364,1488226,1488226,1202403,0,46455252,1140884,57342378,445926684,262209202,779163832,1228383192
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,0.0003719369570151469,25000,14,18,3756224,854197364,1488226,395765,1202403,3246360,12486399,254363,56674890,186619456,65492362,322504534,513841328
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,0.0001321227881625786,25000,14,22,3756224,854197364,1488226,183699,1202403,4363108,5701267,90052,60263078,140743088,28180758,244557284,379381869
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,9.422868453081102e-05,25000,14,26,3756224,854197364,1488226,140184,1202403,4843993,4327026,64263,60933012,134246296,21797900,232079438,360475309
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0005312731010954971,0.0003719369570151469,25000,17,18,3756224,854197364,531065,395765,491949,491949,12486399,254363,67069876,135234420,64959196,280885536,446935866
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0005312731010954971,0.0001321227881625786,25000,17,22,3756224,854197364,531065,183699,491949,1608697,5701267,90052,68381708,88448802,27169620,197666644,314648427
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0005312731010954971,9.422868453081102e-05,25000,17,26,3756224,854197364,531065,140184,491949,2089582,4327026,64263,69752478,82439632,20974640,187974956,298282068
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,0.0016591251254151887,75000,8,14,31269968,7687714160,174119337,12929346,30040814,143351963,405584431,10306819,228866482,5144748084,2193988934,7615295918,12566096645
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,0.0003719369570151469,75000,8,18,31269968,7687714160,174119337,3082010,30040814,171035229,98584571,2305950,235358522,2568414546,554984612,3411467946,5505957080
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,0.0001321227881625786,75000,8,22,31269968,7687714160,174119337,1222678,30040814,179360001,38880721,817017,252359840,2201519514,228557972,2737402452,4223795143
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,9.422868453081102e-05,75000,8,26,31269968,7687714160,174119337,894880,30040814,182506185,28391176,581752,246008132,2099790016,166710434,2566376020,4076277501
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,0.0016591251254151887,75000,11,14,31269968,7687714160,45660211,12929346,23479990,56681588,405584431,10306819,307397080,4783715482,2218340658,7356518058,12187824845
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,0.0003719369570151469,75000,11,18,31269968,7687714160,45660211,3082010,23479990,84364854,98584571,2305950,306537980,2225442126,541993864,3123579974,5099283896
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,0.0001321227881625786,75000,11,22,31269968,7687714160,45660211,1222678,23479990,92689626,38880721,817017,322082150,1779403846,216584624,2369722522,3827868684
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,9.422868453081102e-05,75000,11,26,31269968,7687714160,45660211,894880,23479990,95835810,28391176,581752,323209914,1740798602,162767378,2279807704,3681719655
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,0.0016591251254151887,75000,14,14,31269968,7687714160,12929346,12929346,10495678,0,405584431,10306819,379224596,4008702148,2189180296,6622886510,10960008442
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,0.0003719369570151469,75000,14,18,31269968,7687714160,12929346,3082010,10495678,27683266,98584571,2305950,399288208,1715173262,553368856,2718890394,4335978357
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,0.0001321227881625786,75000,14,22,31269968,7687714160,12929346,1222678,10495678,36008038,38880721,817017,410862400,1244257768,218388534,1926453290,3065876407
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,9.422868453081102e-05,75000,14,26,31269968,7687714160,12929346,894880,10495678,39154222,28391176,581752,400483086,1166553342,157791378,1778056256,2905452090
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0005312731010954971,0.0003719369570151469,75000,17,18,31269968,7687714160,4297866,3082010,4005294,4005294,98584571,2305950,465783454,1166834810,536424578,2215684808,3647991281
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0005312731010954971,0.0001321227881625786,75000,17,22,31269968,7687714160,4297866,1222678,4005294,12330066,38880721,817017,470217382,734591320,208060638,1466679776,2406479924
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0005312731010954971,9.422868453081102e-05,75000,17,26,31269968,7687714160,4297866,894880,4005294,15476250,28391176,581752,503289088,721994354,162315240,1442388490,2258473034
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,0.0016591251254151887,150000,8,14,122509232,30750794532,696224854,51254843,119926142,572151759,1609779540,41257595,889083912,21602464068,8533693904,31170486506,51644800523
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,0.0003719369570151469,150000,8,18,122509232,30750794532,696224854,11835784,119926142,681324949,380171010,9228831,975187396,11750829178,2261765772,15154428732,22966985548
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,0.0001321227881625786,150000,8,22,122509232,30750794532,696224854,4450040,119926142,712820773,142750593,3272179,983134770,9819077326,900134734,11874636900,17805535692
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.022675181745615967,9.422868453081102e-05,150000,8,26,122509232,30750794532,696224854,3202100,119926142,724173779,102618946,2329779,1024690670,9839798046,683222578,11731056370,17325074853
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,0.0016591251254151887,150000,11,14,122509232,30750794532,182256221,51254843,93746364,226063899,1609779540,41257595,1501560702,22425756254,9693109934,33788849678,49681507463
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,0.0003719369570151469,150000,11,18,122509232,30750794532,182256221,11835784,93746364,335237089,380171010,9228831,1302332876,10012667930,2289385780,13765624138,20794705657
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,0.0001321227881625786,150000,11,22,122509232,30750794532,182256221,4450040,93746364,366732913,142750593,3272179,1399448872,8296645870,925209182,10801202900,15661770160
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.005929940500567178,9.422868453081102e-05,150000,11,26,122509232,30750794532,182256221,3202100,93746364,378085919,102618946,2329779,1481730626,8353447202,712826688,10741272388,15208614512
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,0.0016591251254151887,150000,14,14,122509232,30750794532,51254843,51254843,41651086,0,1609779540,41257595,1761010064,18159974330,9435746966,29509506540,44587096987
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,0.0003719369570151469,150000,14,18,122509232,30750794532,51254843,11835784,41651086,109173190,380171010,9228831,1624079872,7395871640,2246097562,11425227800,17369456001
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,0.0001321227881625786,150000,14,22,122509232,30750794532,51254843,4450040,41651086,140669014,142750593,3272179,1673993426,5510548356,889595906,8243792192,12159800928
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0016591251254151887,9.422868453081102e-05,150000,14,26,122509232,30750794532,51254843,3202100,41651086,152022020,102618946,2329779,1828735842,5504060666,692968302,8208907464,11740618486
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0005312731010954971,0.0003719369570151469,150000,17,18,122509232,30750794532,16704161,11835784,15587301,15587301,380171010,9228831,1997520008,5207441366,2280938484,9646259510,14409095959
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0005312731010954971,0.0001321227881625786,150000,17,22,122509232,30750794532,16704161,4450040,15587301,47083125,142750593,3272179,1824348814,3001046286,805186740,5782222338,9287515890
bc:229,84100 277180 -404739 -629776 668004 29520 3600,0.0005312731010954971,9.422868453081102e-05,150000,17,26,122509232,30750794532,16704161,3202100,15587301,58436131,102618946,2329779,1879311114,2810803180,598892498,5451978700,8723936310
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.0028140208629838927,25000,8,14,1422016,325309189,9304165,966731,1282135,6763522,29494236,753124,17098892,327995168,176521792,538451638,836144692
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.0007808437083833846,25000,8,18,1422016,325309189,9304165,286119,1282135,8740013,9019955,209962,15280190,151696464,52928530,236684084,367076814
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.0002436896998912742,25000,8,22,1422016,325309189,9304165,105297,1282135,9479033,3277962,65800,15360088,102988360,18957602,153374478,243375666
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.00014476256870927829,25000,8,26,1422016,325309189,9304165,65124,1282135,9810390,2009511,38912,15560062,97147916,12621982,141949310,223959772
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.0028140208629838927,25000,11,14,1422016,325309189,2847990,966731,1142189,2975980,29494236,753124,23344338,312421006,173606812,526383342,827414942
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.0007808437083833846,25000,11,18,1422016,325309189,2847990,286119,1142189,4952471,9019955,209962,19262158,134047058,50912376,220073798,357324368
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.0002436896998912742,25000,11,22,1422016,325309189,2847990,105297,1142189,5691491,3277962,65800,20540268,92397880,19263598,149130512,234705218
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.00014476256870927829,25000,11,26,1422016,325309189,2847990,65124,1142189,6022848,2009511,38912,22018082,94896282,13976724,149719642,213643597
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.0028140208629838927,25000,14,14,1422016,325309189,966731,966731,677550,0,29494236,753124,24005236,283479296,173071910,496126246,781442685
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.0007808437083833846,25000,14,18,1422016,325309189,966731,286119,677550,1976491,9019955,209962,25620786,122953874,51803734,216727436,343504869
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.0002436896998912742,25000,14,22,1422016,325309189,966731,105297,677550,2715511,3277962,65800,28124226,93098808,22572120,163440178,216105683
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.00014476256870927829,25000,14,26,1422016,325309189,966731,65124,677550,3046868,2009511,38912,27646462,81484266,14357488,141666626,197834388
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0010706913419111712,0.0007808437083833846,25000,17,18,1422016,325309189,383527,286119,331271,331271,9019955,209962,37021068,110561612,58960930,223827906,311587791
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0010706913419111712,0.0002436896998912742,25000,17,22,1422016,325309189,383527,105297,331271,1070291,3277962,65800,33528794,62340194,21590336,136014936,188492608
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0010706913419111712,0.00014476256870927829,25000,17,26,1422016,325309189,383527,65124,331271,1401648,2009511,38912,44346430,65903484,17283744,149549934,174867796
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.0028140208629838927,75000,8,14,11207408,2760265458,78539145,8020911,10810623,56976159,245685455,6390095,98683726,2868041738,1436144124,4454086260,7258751652
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.0007808437083833846,75000,8,18,11207408,2760265458,78539145,2283025,10810623,73313523,72675801,1783656,93345502,1385654510,434165306,1963529852,3121844317
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.0002436896998912742,75000,8,22,11207408,2760265458,78539145,757994,10810623,79094468,24152798,557568,91202512,969916610,149890614,1261328630,1997480980
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.00014476256870927829,75000,8,26,11207408,2760265458,78539145,451564,10810623,81452797,14336621,330974,99632382,945168322,98411334,1199643376,1864267568
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.0028140208629838927,75000,11,14,11207408,2760265458,23938525,8020911,9630029,25026614,245685455,6390095,133564996,2768150538,1456568756,4407587256,7072518961
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.0007808437083833846,75000,11,18,11207408,2760265458,23938525,2283025,9630029,41363978,72675801,1783656,119675786,1226348660,422090574,1816578014,2957356708
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.0002436896998912742,75000,11,22,11207408,2760265458,23938525,757994,9630029,47144923,24152798,557568,128316390,845720586,149416216,1176571450,1861646627
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.00014476256870927829,75000,11,26,11207408,2760265458,23938525,451564,9630029,49503252,14336621,330974,126959362,811034372,95844818,1085250280,1701469692
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.0028140208629838927,75000,14,14,11207408,2760265458,8020911,8020911,5652805,0,245685455,6390095,172459454,2552858480,1489878422,4265843350,6692100006
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.0007808437083833846,75000,14,18,11207408,2760265458,8020911,2283025,5652805,16337364,72675801,1783656,149908064,1084344768,424553876,1707014002,2765402599
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.0002436896998912742,75000,14,22,11207408,2760265458,8020911,757994,5652805,22118309,24152798,557568,159641436,699278862,148472978,1063670700,1679312483
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.00014476256870927829,75000,14,26,11207408,2760265458,8020911,451564,5652805,24476638,14336621,330974,188802738,741367498,107680270,1095396792,1545402437
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0010706913419111712,0.0007808437083833846,75000,17,18,11207408,2760265458,3102653,2283025,2693645,2693645,72675801,1783656,176156342,826893490,421189302,1473698174,2397468621
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0010706913419111712,0.0002436896998912742,75000,17,22,11207408,2760265458,3102653,757994,2693645,8474590,24152798,557568,180996190,460181042,144877964,834888942,1337405499
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0010706913419111712,0.00014476256870927829,75000,17,26,11207408,2760265458,3102653,451564,2693645,10832919,14336621,330974,188171378,417999440,92698832,749246464,1192811548
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.0028140208629838927,150000,8,14,42688848,10723443180,304331300,30910478,41917194,220860840,947980516,24812696,361842468,11996246990,7560690646,20041338106,31997523733
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.0007808437083833846,150000,8,18,42688848,10723443180,304331300,8704028,41917194,283801915,277681622,6923480,335908628,5722853986,2197309518,8375887290,13444379542
